year	month	day	symbol	nav	kinni	enne55_jatkab	katkestab_3ei	katkestab_3jah	parast55_jatkab_3ei	parast55_jatkab_3jah
2003	2	11	SWK25	0.6487	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	12	SWK25	0.64806	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	13	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	14	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	15	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	16	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	17	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	18	SWK25	0.6487	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	19	SWK25	0.6487	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	20	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	21	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	22	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	23	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	24	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	25	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	26	SWK25	0.64615	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	27	SWK25	0.64551	1.5	0.06	0.06	0.06	0.06	0.06
2003	2	28	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	1	SWK25	0.64551	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	2	SWK25	0.64551	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	3	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	4	SWK25	0.64551	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	5	SWK25	0.64487	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	6	SWK25	0.64487	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	7	SWK25	0.64423	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	8	SWK25	0.64487	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	9	SWK25	0.64487	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	10	SWK25	0.64231	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	11	SWK25	0.64103	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	12	SWK25	0.6404	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	13	SWK25	0.64231	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	14	SWK25	0.64423	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	15	SWK25	0.64231	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	16	SWK25	0.64231	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	17	SWK25	0.64551	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	18	SWK25	0.64679	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	19	SWK25	0.64679	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	20	SWK25	0.64679	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	21	SWK25	0.64806	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	22	SWK25	0.64679	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	23	SWK25	0.64679	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	24	SWK25	0.64615	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	25	SWK25	0.64679	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	26	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	27	SWK25	0.64743	1.5	0.06	0.06	0.06	0.06	0.06
2003	3	28	SWK25	0.64806	1.5	0.06	0.06	0.06	0.06	0.06
